id_unik,prompt,versjon,id,k_kode,land,verdikjedeledd,pastand,type,tall,enhet,aar,kilde_url,utgiver,publisert,lokator,sitat,kildetype,sikkerhet,kommentar,kildefil
B:P4-NO-012,P4,B,P4-NO-012,K1,NO,Veterinær og mattrygghet,Offentlig gjennomgang dokumenterer utfordringer med tilgang til veterinærtjenester og vakt i deler av landet,fakta,,,2023,https://www.regjeringen.no/contentassets/1807e0e77eb443fbbdf53cf24a7132a9/rapport-om-tilgang-pa-veterinartjenester-i-norge-10.03.23.pdf,Landbruks- og matdepartementets arbeidsgruppe,2023-03-10,"Rapport om tilgang på veterinærtjenester, særlig kap. 7-10",,offentlig utredning,høy,"Geografisk/funksjonell dekning, ikke én nasjonal dekningsprosent",P4-B-matkjeden.md
B:P4-NO-013,P4,B,P4-NO-013,K1,NO,Veterinær og mattrygghet,Ved store sykdomsutbrudd kan privatpraktiserende veterinærer ikke uten videre frigjøres fordi klinisk bemanning mange steder allerede er minimal,fakta,,,2023,https://www.regjeringen.no/contentassets/1807e0e77eb443fbbdf53cf24a7132a9/rapport-om-tilgang-pa-veterinartjenester-i-norge-10.03.23.pdf,Landbruks- og matdepartementets arbeidsgruppe,2023-03-10,s.48,bemanningen i klinisk praksis mange steder på et minimum,offentlig utredning,høy,Kilden nevner også opplæring og smittefare,P4-B-matkjeden.md
B:P4-NO-014,P4,B,P4-NO-014,K1,NO,Storkjøkken og kokkeyrket,NAV estimerte mangel på 950 kokker på tvers av næringer,tall,950,personer,2025,https://www.nav.no/_/attachment/download/70f5589e-0dc3-4166-a20d-2de0658d8a7e%3A75794e5b17f2303980941f3834e0cedfae442a9e/04-25-Nav-rapport-Navs%20bedriftsunders%C3%B8kelse%202025.%20Stor%20mangel%20p%C3%A5%20folk%20med%20fagbrev.pdf,NAV,2025,"NAV-rapport 4/2025, tabell V1 s.24",,offentlig utvalgsundersøkelse,middels,Kan ikke avgrenses til offentlige kjøkken,P4-B-matkjeden.md
B:P4-NO-015,P4,B,P4-NO-015,K1;K3,NO,Storkjøkken og utdanning,Norsk videregående opplæring har fagbrevsløp for kokk og ernæringskokk,fakta,,,2025-2026,https://www.udir.no/kl06/rm/,Utdanningsdirektoratet,lest 2026-09-15,"Restaurant- og matfag, tilbudsstruktur",,offentlig utdanningsdokumentasjon,høy,"Dokumenterer kvalifikasjonsløp, ikke antall ansatte i offentlige kjøkken",P4-B-matkjeden.md
B:P4-NO-016,P4,B,P4-NO-016,K1,NO,Transport og logistikk,Norge rapporterte tunge lastebil- og vogntogsjåfører som mangelyrke til EURES,fakta,,klassifisering,2025,https://www.ela.europa.eu/sites/default/files/2026-06/annex-labour-shortages-report-ela-2025.pdf,European Labour Authority/EURES,2026-06,"Annex, Heavy truck and lorry drivers, trykt s.9",,offentlig europeisk sammenstilling,høy,Nasjonal innmelding; ingen mattransportavgrensning,P4-B-matkjeden.md
B:P4-NO-017,P4,B,P4-NO-017,K1,NO,Storkjøkken og kokkeyrket,Sekundær gjenpublisering av NAVs 2026-tabell oppgir mangel på om lag 700 kokker,tall,700,personer,2026,https://kompetansegapet.no/yrke/2223/card/story,"Kompetansegapet, med oppgitt kilde NAV Bedriftsundersøkelsen 2026",2026,Yrkesoversikt; Kokker,,sekundærkilde som gjengir offisielle data,middels,Brukes bare som nyere kontrollpunkt; hovedtall i tabellen er offisielt verifisert 2025-tall,P4-B-matkjeden.md
B:P4-SE-001,P4,B,P4-SE-001,K1,SE,Primærproduksjon,"Sverige hadde 54 723 jordbruksforetak i 2025, 23 prosent færre enn i 2010",tall,54723;-23,foretak;prosent,2025;2010-2025,https://jordbruksverket.se/om-jordbruksverket/jordbruksverkets-officiella-statistik/jordbruksverkets-statistikrapporter/statistik/2025-11-11-jordbruksforetag-och-foretagare-2025,Jordbruksverket,2025-11-11,Jordbruksföretag och företagare 2025; produktkod JO0106,,offisiell statistikk,høy,"Foretak, ikke personer",P4-B-matkjeden.md
B:P4-SE-002,P4,B,P4-SE-002,K1,SE,Primærproduksjon,"Mer enn 40 prosent av innehaverne av enkeltpersonforetak var minst 65 år, mot 27 prosent i 2010",tall,>40;27,prosent,2025;2010,https://jordbruksverket.se/om-jordbruksverket/jordbruksverkets-officiella-statistik/jordbruksverkets-statistikrapporter/statistik/2025-11-11-jordbruksforetag-och-foretagare-2025,Jordbruksverket,2025-11-11,Avsnitt Jordbruksföretagarnas ålder; tabell 3,,offisiell statistikk,høy,Nevner: innehavere av enkeltpersonforetak,P4-B-matkjeden.md
B:P4-SE-003,P4,B,P4-SE-003,K1,SE,Primærproduksjon,24 prosent av målgruppen 60-80 år oppga at en etterfølger var klar,tall,24,prosent,2026,https://jordbruksverket.se/om-jordbruksverket/jordbruksverkets-officiella-statistik/jordbruksverkets-statistikrapporter/statistik/2026-06-05-generationsvaxling-2026,Jordbruksverket,2026-06-05,Generationsväxling 2026; målgruppe og resultatdel,,offisiell utvalgsundersøkelse,middels-høy,Ramme 11 198; utvalg 2 013; rundt 1 300 svar; særskilt målgruppe,P4-B-matkjeden.md
B:P4-SE-004,P4,B,P4-SE-004,K1,SE,Primærproduksjon,158 300 personer var sysselsatt i jordbruket; mer enn 86 prosent ble klassifisert som permanent arbeidskraft; arbeidsinnsatsen var 53 300 AWU,tall,158300;>86;53300,personer;prosent;AWU,2023,https://jordbruksverket.se/om-jordbruksverket/jordbruksverkets-officiella-statistik/jordbruksverkets-statistikrapporter/statistik/2024-06-13-sysselsattning-i-jordbruket-2023,Jordbruksverket,2024-06-13,Sysselsättningen i jordbruket 2023; produktkod JO0401,,offisiell statistikk,høy,AWU=1800 timer,P4-B-matkjeden.md
B:P4-SE-005,P4,B,P4-SE-005,K1,SE,Primærproduksjon,Jordbruksverkets arbeidskraftstatistikk fanger ikke pålitelig opp all utenlandsk innleid arbeidskraft via bemanningsforetak,fakta,,,2023,https://jordbruksverket.se/om-jordbruksverket/jordbruksverkets-officiella-statistik/jordbruksverkets-statistikrapporter/statistik/2024-06-13-sysselsattning-i-jordbruket-2023,Jordbruksverket,2024-06-13,Metode/kommentar om tillfälligt sysselsatta och inhyrd utländsk arbetskraft,,offisiell statistikk/metodedokumentasjon,høy,Viktig målebegrensning for utenlandsandel,P4-B-matkjeden.md
B:P4-SE-006,P4,B,P4-SE-006,K1,SE,Næringsmiddelindustri,Tillväxtverkets matindustriutvalg hadde om lag 53 000 sysselsatte,tall,53000,personer,2020,https://tillvaxtverket.se/download/18.4c087c7f19e48e9a765cd56/1779377350373/livsmedelssektorns_kompetensforsorjning_en%20syntesrapport.pdf,Tillväxtverket/SCB,2024-03,"Rapport 0476, rundt s.24 og vedlegg",,offentlig registerbasert analyse,middels-høy,Utvalget er bredere enn norsk næring 10,P4-B-matkjeden.md
B:P4-SE-007,P4,B,P4-SE-007,K1,SE,Næringsmiddelindustri,31 prosent av de sysselsatte i det svenske industriutvalget var utenlandsfødte,tall,31,prosent,2020,https://tillvaxtverket.se/download/18.4c087c7f19e48e9a765cd56/1779377350373/livsmedelssektorns_kompetensforsorjning_en%20syntesrapport.pdf,Tillväxtverket/SCB,2024-03,"Rapport 0476, rundt s.26",,offentlig registerbasert analyse,middels-høy,"Fødeland, ikke statsborgerskap",P4-B-matkjeden.md
B:P4-SE-008,P4,B,P4-SE-008,K1,SE,Transport og logistikk,Sverige rapporterte tunge lastebil- og vogntogsjåfører som mangelyrke,fakta,,klassifisering,2025,https://www.ela.europa.eu/sites/default/files/2026-06/annex-labour-shortages-report-ela-2025.pdf,European Labour Authority/EURES,2026-06,"Annex, Heavy truck and lorry drivers, trykt s.9",,offentlig europeisk sammenstilling,høy,Nasjonal innmelding,P4-B-matkjeden.md
B:P4-SE-009,P4,B,P4-SE-009,K1,SE,Veterinær og mattrygghet,Statlig utredning konkluderte med mangel på veterinærer og dyresykepleiere,forskningsfunn,,,2022,https://www.regeringen.se/contentassets/5a0e209dcee242b6b2a86983c87372c3/sou-2022_58.pdf,Sveriges regering,2022-11-07,"SOU 2022:58, sammanfattning s.24",det råder brist inte bara på veterinärer utan även på djursjukskötare,offentlig utredning,høy,Gjelder dyrenes helse- og sjukvård bredt,P4-B-matkjeden.md
B:P4-SE-010,P4,B,P4-SE-010,K1,SE,Veterinær og mattrygghet,Sverige rapporterte veterinærer som mangelyrke til EURES,fakta,,klassifisering,2025,https://www.ela.europa.eu/sites/default/files/2026-06/annex-labour-shortages-report-ela-2025.pdf,European Labour Authority/EURES,2026-06,"Annex, Veterinarians, trykt s.17",,offentlig europeisk sammenstilling,høy,Angir ikke delmarked eller geografi,P4-B-matkjeden.md
B:P4-DK-001,P4,B,P4-DK-001,K1,DK,Primærproduksjon,Danmark hadde 27 024 landbruks- og gartneribedrifter i 2025; antallet var 48 prosent lavere enn i 2005,tall,27024;-48,bedrifter;prosent,2025;2005-2025,https://www.dst.dk/da/Statistik/emner/erhvervsliv/landbrug-gartneri-og-skovbrug/bedrifter-og-arbejdskraft-i-landbrug-og-gartneri,Danmarks Statistik,2026,Statistikbanken BDF11; temaside Bedrifter og arbejdskraft,,offisiell statistikk,høy,Omfatter hel- og deltidsbedrifter,P4-B-matkjeden.md
B:P4-DK-002,P4,B,P4-DK-002,K1,DK,Primærproduksjon,Antall selvstendige heltidsbønder falt fra om lag 12 300 til 7 500,tall,12300;7500,personer,2010;2020,https://www.dst.dk/analyser/49360-portraet-af-danske-landmaend,Danmarks Statistik,2022-09-06,"DST Analyse, Portræt af danske landmænd; hovedresultater",,offisiell registeranalyse,høy,Avgrenset til selvstendige med heltidslandbruk i selveie,P4-B-matkjeden.md
B:P4-DK-003,P4,B,P4-DK-003,K1,DK,Primærproduksjon,"Gjennomsnittsalderen for samme gruppe økte fra 49,2 til 53,6 år",tall,49.2;53.6,år,2010;2020,https://www.dst.dk/analyser/49360-portraet-af-danske-landmaend,Danmarks Statistik,2022-09-06,"DST Analyse, hovedresultater/alder",,offisiell registeranalyse,høy,Ikke alle danske bønder,P4-B-matkjeden.md
B:P4-DK-004,P4,B,P4-DK-004,K1;K3,DK,Primærproduksjon,76 prosent av selvstendige heltidsbønder hadde yrkesutdanning som høyeste fullførte utdanning,tall,76,prosent,2020,https://www.dst.dk/analyser/49360-portraet-af-danske-landmaend,Danmarks Statistik,2022-09-06,"DST Analyse, uddannelse",,offisiell registeranalyse,høy,Ikke nødvendigvis landbruksutdanning,P4-B-matkjeden.md
B:P4-DK-005,P4,B,P4-DK-005,K1,DK,Primærproduksjon,Utenlandske statsborgere økte fra 32 til 51 prosent av FTE-arbeidsinnsatsen i svineproduksjon,tall,32;51,prosent av FTE,2008;2020,https://www.dst.dk/analysepdf/48223,Danmarks Statistik,2022-04-07,Figur 5 og tekst s.6,,offisiell registeranalyse,høy,Statsborgerskap; fulltidsekvivalenter,P4-B-matkjeden.md
B:P4-DK-006,P4,B,P4-DK-006,K1,DK,Fiskeforedling,Fiskeforedling hadde 2 844 fulltidsekvivalenter,tall,2844,FTE,2020,https://www.dst.dk/analysepdf/48223,Danmarks Statistik,2022-04-07,"Bilag C, s.13",,offisiell registeranalyse,høy,Lønnsmottakere omregnet til fulltid,P4-B-matkjeden.md
B:P4-DK-007,P4,B,P4-DK-007,K1,DK,Fiskeforedling,"Utenlandske statsborgere utgjorde beregnet 29,4 prosent av FTE",tall,29.4,prosent av FTE,2020,https://www.dst.dk/analysepdf/48223,Danmarks Statistik,2022-04-07,Bilag C s.13,,egen beregning fra offisiell statistikk,høy,Metode: (2844-2008)/2844*100,P4-B-matkjeden.md
B:P4-DK-008,P4,B,P4-DK-008,K1,DK,Fiske og havbruk,Utenlandsandelen i fiske og akvakultur var om lag 16 prosent av FTE i 2020 og var doblet siden 2008,tall,16,prosent av FTE,2020,https://www.dst.dk/analysepdf/48223,Danmarks Statistik,2022-04-07,"Analyse, branchegrupperinger",,offisiell registeranalyse,høy,Ikke fiskeforedling,P4-B-matkjeden.md
B:P4-DK-009,P4,B,P4-DK-009,K1,DK,Veterinær og mattrygghet,Danmark rapporterte veterinærer som mangelyrke,fakta,,klassifisering,2025,https://www.ela.europa.eu/sites/default/files/2026-06/annex-labour-shortages-report-ela-2025.pdf,European Labour Authority/EURES,2026-06,"Annex, Veterinarians, trykt s.17",,offentlig europeisk sammenstilling,høy,Ikke mål på distriktsdekning,P4-B-matkjeden.md
B:P4-DK-010,P4,B,P4-DK-010,K1,DK,Foredling,"Sysselsettingen i slakterier falt fra rundt 15 000 til 12 400 FTE, mens utenlandske FTE økte fra under 3 000 til over 4 000",tall,15000;12400;<3000;>4000,FTE,2008;2020,https://www.dst.dk/analysepdf/48223,Danmarks Statistik,2022-04-07,"Tekst ved figur 4, s.5-6",,offisiell registeranalyse,høy,Avrundede størrelser slik kilden beskriver dem,P4-B-matkjeden.md
B:P4-FI-001,P4,B,P4-FI-001,K1,FI,Primærproduksjon,Finland hadde 39 825 landbruks- og hagebruksbedrifter,tall,39825,bedrifter,2025,https://www.luke.fi/en/statistics/structure-of-agricultural-and-horticultural-enterprises/structure-of-agricultural-and-horticultural-enterprises-2025,Natural Resources Institute Finland (Luke),2026-04-30,Structure of agricultural and horticultural enterprises 2025; main points,,offisiell statistikk,høy,84 prosent var familiebruk,P4-B-matkjeden.md
B:P4-FI-002,P4,B,P4-FI-002,K1,FI,Primærproduksjon,Om lag 118 000 personer utførte arbeid i jordbruk og hagebruk; arbeidsinnsatsen var om lag 55 000 AWU,tall,118000;55000,personer;AWU,2023,https://www.luke.fi/en/statistics/agricultural-and-horticultural-labour-force/agricultural-and-horticultural-labour-force-2023,Natural Resources Institute Finland (Luke),2025-03,Agricultural and horticultural labour force 2023; main results,,offisiell statistikk,høy,"Farm Structure Survey; ca. 42 300 bedrifter i populasjonen, rundt 12 200 i utvalget",P4-B-matkjeden.md
B:P4-FI-003,P4,B,P4-FI-003,K1,FI,Primærproduksjon,Antall bedrifter falt rundt 22 prosent og arbeidsinnsatsen rundt 24 prosent mellom 2013 og 2023,tall,-22;-24,prosent,2013-2023,https://www.luke.fi/en/statistics/agricultural-and-horticultural-labour-force/agricultural-and-horticultural-labour-force-2023,Natural Resources Institute Finland (Luke),2025-03,Agricultural and horticultural labour force 2023; tiårsutvikling,,offisiell statistikk,høy,Arbeidsinnsats er ikke det samme som antall arbeidere,P4-B-matkjeden.md
B:P4-FI-004,P4,B,P4-FI-004,K1,FI,Primærproduksjon,Utenlandsandelen blant mer varig innleid arbeidskraft var beregnet til omtrent 24 prosent,tall,24,prosent av personer,2023,https://www.luke.fi/en/statistics/agricultural-and-horticultural-labour-force/agricultural-and-horticultural-labour-force-2023,Natural Resources Institute Finland (Luke),2025-03,Avsnitt om hired/foreign labour,,egen beregning fra offisiell statistikk,middels,Ca. 2600 utenlandske av litt over 11000; avrundede tall,P4-B-matkjeden.md
B:P4-FI-005,P4,B,P4-FI-005,K1,FI,Primærproduksjon,Utenlandsandelen blant kortvarig arbeidskraft var beregnet til omtrent 57 prosent,tall,57,prosent av personer,2023,https://www.luke.fi/en/statistics/agricultural-and-horticultural-labour-force/agricultural-and-horticultural-labour-force-2023,Natural Resources Institute Finland (Luke),2025-03,Avsnitt om hired/foreign labour,,egen beregning fra offisiell statistikk,middels,Ca. 13200 utenlandske av 23000; kortvarig er ikke nødvendigvis identisk med sesong,P4-B-matkjeden.md
B:P4-FI-006,P4,B,P4-FI-006,K1,FI,Transport og logistikk,Finland rapporterte tunge lastebil- og vogntogsjåfører som overskuddsyrke,fakta,,klassifisering,2025,https://www.ela.europa.eu/sites/default/files/2026-06/annex-labour-shortages-report-ela-2025.pdf,European Labour Authority/EURES,2026-06,"Annex, Heavy truck and lorry drivers, trykt s.9",,offentlig europeisk sammenstilling,høy,Kan skjule regionale og kompetansespesifikke mangler,P4-B-matkjeden.md
B:P4-FI-007,P4,B,P4-FI-007,K1,FI,Storkjøkken,"Finsk skolematorganisering omfatter sentral-, regionalt produksjons-, tilberednings-, service/distribusjons-, oppvarmingskjøkken og serveringspunkter",fakta,,kategorier,2019,https://www.oph.fi/sites/default/files/documents/um_casestudyfinland_schoolfeeding_june2019_netti.pdf,Finnish National Agency for Education / Ministry for Foreign Affairs,2019,"School Meals for All, tabell 3 s.18",,offentlig fagpublikasjon,høy,Kjøkkentype er ikke prosentandel mat fra bunnen,P4-B-matkjeden.md
B:P4-FI-008,P4,B,P4-FI-008,K1;K3,FI,Storkjøkken,Personell i de beskrevne kjøkkentypene utenom rene serveringspunkter beskrives som vanligvis cateringpersonell med yrkeskvalifikasjon relevant for oppgaven,fakta,,,2019,https://www.oph.fi/sites/default/files/documents/um_casestudyfinland_schoolfeeding_june2019_netti.pdf,Finnish National Agency for Education / Ministry for Foreign Affairs,2019,"School Meals for All, s.18","usually catering staff, who have a vocational qualification relevant to their task",offentlig fagpublikasjon,middels-høy,Ingen prosentandel oppgis,P4-B-matkjeden.md
B:P4-IS-001,P4,B,P4-IS-001,K1,IS,Primærproduksjon,Antall gårder i fem regnskapsførte produksjonsgrener falt fra 2 795 til 2 421,tall,2795;2421,gårder,2008;2020,https://statice.is/publications/news-archive/agriculture/income-statement-and-balance-sheet-for-agriculture-2008-2020/,Statistics Iceland / Hagstofa Íslands,2022-06-02,Income statement and balance sheet for agriculture 2008-2020,,offisiell statistikk,høy,Ikke komplett strukturpopulasjon; fem produksjonsgrener,P4-B-matkjeden.md
B:P4-IS-002,P4,B,P4-IS-002,K1;K3,IS,Fiskeri og arbeidsmarked,OECD beskriver utenlandsk arbeidskraft som viktig i blant annet fiskerisektoren og peker på mismatch mellom kvalifikasjoner og jobb for deler av innvandrerbefolkningen,forskningsfunn,,,2025,https://www.oecd.org/en/publications/oecd-economic-surveys-iceland-2025_890dbe05-en/full-report/the-economy-is-rebalancing_b8a57c89.html,OECD,2025-06-26,OECD Economic Surveys: Iceland 2025; arbeidsmarkedsavsnittet,,mellomstatlig analyse,høy,Gir ikke separat prosentandel i fiskeforedling,P4-B-matkjeden.md
A:P5-NORD-001,P5,A,P5-NORD-001,K4,Danmark;Finland;Norge;Sverige,Husholdning/tilberedning,Menns deltakelse i middagslaging økte og kvinners avtok mellom 1997 og 2012 i analysen av fire land.,forskningsfunn,,,1997;2012,https://researchprofiles.ku.dk/en/publications/who-is-cooking-dinner-changes-in-the-gendering-of-cooking-from-19/,Holm mfl.; Food Culture & Society; Københavns Universitet,2015,Artikkelsammendrag; metode og resultater,men’s cooking has increased and women’s has decreased,Vitenskapelig artikkel; forfatternes institusjonsarkiv,middels,Gjentatte spørreundersøkelser om gårsdagens måltider. Totalutvalg 4823/8242; analyseutvalg 1268/2754 i husholdninger med to voksne som spiste middag hjemme. Bare sammendrag kontrollert; ikke ferdighetstest.,P5-A-husholdninger.md
A:P5-NO-001,P5,A,P5-NO-001,K4,Norge,Husholdning/egenberedskap,DSB anbefalte minst tre dagers egenberedskap i 2018 og økte varigheten til én uke i mai 2024.,myndighetsråd,3;7,døgn,2018;2024,https://www.dsb.no/egenberedskapsuka/undersokelser-om-egenberedskap/,DSB,u.å.,Innledningen om rådenes historie,økte fra minst tre dager til én uke,Myndighet,høy,Retrospektiv myndighetsbeskrivelse; kontrollert 2026-09-15.,P5-A-husholdninger.md
A:P5-NO-002,P5,A,P5-NO-002,K4,Norge,Husholdning/lagring og tilberedning,DSB omtaler ukeslager av vanlig mat; lagring og tilberedning uten strøm; tilpasning til mat som noen ikke tåler eller er avhengige av.,myndighetsråd,7,døgn,2026,https://www.dsb.no/sikkerhverdag/egenberedskap/mat-du-bor-ha-i-hus-i-tilfelle-krise/,DSB,u.å.,Mat du bør ha i hus i tilfelle krise; rådpunktene,nok mat for en uke til alle i hjemmet,Myndighet,høy,"Råd, ikke målt etterlevelse. Kontrollert 2026-09-15.",P5-A-husholdninger.md
A:P5-NO-003,P5,A,P5-NO-003,K4,Norge,Husholdning/lagring og tilberedning,74 prosent oppga tørrmat eller boksmat for noen dager; 58 prosent oppga grill eller kokeapparat på gass eller rødsprit.,tall,74;58,prosent,2025,https://www.dsb.no/siteassets/rapporter-og-publikasjoner/rapporter/befolkningsunderokelse-egenberedskap-2026.pdf,DSB; Norstat,2026-02,Befolkningsundersøkelse 2026; s. 3 og 19,Tørrmat/boksmat som dekker matbehov i noen dager,Myndighetsundersøkelse,middels,n=1016; voksne; vektet nettpanel; uke 50–51 i 2025. Noen dager er ikke én uke; utstyr er ikke ferdighet.,P5-A-husholdninger.md
A:P5-NO-004,P5,A,P5-NO-004,K4,Norge,Husholdning/lagring,Eldre respondenter oppga generelt bedre utstyrte beredskapslagre.,forskningsfunn,,,2025,https://www.dsb.no/siteassets/rapporter-og-publikasjoner/rapporter/befolkningsunderokelse-egenberedskap-2026.pdf,DSB; Norstat,2026-02,Befolkningsundersøkelse 2026; s. 19,Generelt er beredskapslageret bedre utstyrt blant de eldre.,Myndighetsundersøkelse,middels,Samme n=1016 og metode som P5-NO-003; ikke kartlegging av pleietrengende.,P5-A-husholdninger.md
A:P5-NO-005,P5,A,P5-NO-005,K4,Norge,Husholdning/matkompetanse,"Matkompetanse omfattet ernæringskunnskap, kritisk ernæringsforståelse og matpraksis. 60 prosent oppga daglig hjemmelaging; kunnskap og matferdighetsindikatorer var assosiert med bedre kostkvalitet.",forskningsfunn,60,prosent,2021–2022,https://www.cambridge.org/core/journals/public-health-nutrition/article/food-literacy-and-diet-quality-in-young-vegans-lactoovo-vegetarians-pescatarians-flexitarians-and-omnivores/5F9C632866AB180435D84BC49F73FCBC,Groufh-Jacobsen mfl.; Public Health Nutrition,2023-10-02,Methods: Assessment of food skills; Results: Food skills; Abstract,cooking home-made foods daily,Vitenskapelig artikkel,middels,Agder; n=165; 16–24 år; september 2021–mars 2022; elektronisk spørreskjema; bekvemmelighets- og snøballutvalg. Ikke nasjonalt representativt; ikke årsakseffekt.,P5-A-husholdninger.md
A:P5-NO-006,P5,A,P5-NO-006,K4,Norge,Husholdning/innkjøp og tilberedning,"SIFOs formidling av pandemistudier beskriver sjeldnere og større innkjøp, men både enklere matlaging og økt matlagingsinteresse.",forskningsfunn,,,2020–2021,https://www.oslomet.no/forskning/forskningsnyheter/ein-alvorleg-situasjon-for-matvareberedskapen,OsloMet/SIFO,2022-03-08,Ein alvorleg situasjon for matvareberedskapen; avsnitt om matlaging og innkjøp,handla sjeldnare og i større mengder av gongen,Institusjonell forskningsformidling; sekundær til originalrapport,middels–lav,Omtaler flere undersøkelser og intervjuer/fokusgruppe; utvalgsstørrelser ikke oppgitt i formidlingen. SIFO-rapport 15-2021 ikke fulltekstkontrollert. Ikke mål på panikk.,P5-A-husholdninger.md
A:P5-NO-007,P5,A,P5-NO-007,K4,Norge,Husholdning/matavfall,Kommunens prosjektformidling omtaler mer matavfall i grønne poser under pandemien.,forskningsfunn,,,2021,https://fusilli-project.eu/general/blog-38-kilos-inhabitant-avoidable-food-waste-in-oslo/,Line Tveiten; Oslo kommune/FUSILLI,2021-08-12,Brødtekst om Oslo waste analysis 2021,more food waste in green bags,Kommunal prosjektformidling; sekundær til avfallsanalysen,lav,Originalanalyse og utvalg ikke fulltekstkontrollert. Matavfall er ikke det samme som spiselig matsvinn; ingen isolert pandemieffekt.,P5-A-husholdninger.md
A:P5-NO-008,P5,A,P5-NO-008,K4,Norge,Husholdning/hjelpeavhengighet,"DSB opplyser at mottakere av helsetjenester hjemme skal få hjelp også i krise, men at hjelpen kan ta lengre tid.",myndighetsråd,,,2026,https://www.dsb.no/sikkerhverdag/egenberedskap/ofte-stilte-sporsmal-om-egenberedskap/,DSB,u.å.,Spørsmål om mottakere av helsetjenester,Det kan imidlertid ta lenger tid enn du er vant til.,Myndighet,høy,"Myndighetsinformasjon, ikke målt kriseforløp. Kontrollert 2026-09-15.",P5-A-husholdninger.md
A:P5-SE-001,P5,A,P5-SE-001,K4,Sverige,Husholdning/lagring og tilberedning,"2024-brosjyren angir minst én ukes egenberedskap og mat som tåler romtemperatur og krever lite tilberedning; stormkjøkken, grill og brensel er omtalt.",myndighetsråd,7,døgn minst,2024,https://rib.msb.se/filer/pdf/30828.pdf,MSB,2024,"Om krisen eller kriget kommer; s. 15, 17–18",minst en vecka […] kräver lite vatten eller kan ätas direkt,Myndighet,høy,Sitatfeltet inneholder to korte utdrag. Endringstidspunkt fra 2018-utgaven er ikke verifisert.,P5-A-husholdninger.md
A:P5-SE-002,P5,A,P5-SE-002,K4,Sverige,Husholdning/lagring og tilberedning,"73 prosent oppga tilgang til mat for en uke; 44 prosent oppga fungerende camping-, gass- eller spritkjøkken.",tall,73;44,prosent,2023,https://rib.msb.se/filer/pdf/30806.pdf,MSB; Attityd,2024-01-12,Allmänhetens hemberedskap; PDF-side 2 og 8,Vad av följande har ni då tillgång till i hushållet under en vecka?,Myndighetsundersøkelse,middels,"n=1015; 18–74 år; vektet nettpanel; 8.–14. desember 2023. Oppgitt tilgang, ikke inventarkontroll eller ferdighetstest.",P5-A-husholdninger.md
A:P5-SE-003,P5,A,P5-SE-003,K4,Sverige,Husholdning/lagring,"84 prosent av 60–74-åringene oppga ukesmat, mot 58 prosent av 18–29-åringene.",tall,84;58,prosent,2023,https://rib.msb.se/filer/pdf/30806.pdf,MSB; Attityd,2024-01-12,Allmänhetens hemberedskap; PDF-side 3 og 11,Mat,Myndighetsundersøkelse,middels,Vektet nettpanel; aldersutvalg n=260 og n=157; samlet n=1015. Personer 75 år og eldre inngår ikke.,P5-A-husholdninger.md
A:P5-DK-001,P5,A,P5-DK-001,K4,Danmark,Husholdning/egenberedskap,Beredskabsstyrelsen lanserte anbefalingen om tre døgns egenberedskap 15. juni 2024.,myndighetsråd,3,døgn,2024,https://www.brs.dk/da/nyheder/2024/forberedt-paa-kriser/,Beredskabsstyrelsen,2024-06-15,Forberedt på kriser; innledningen,klare sig selv i tre døgn,Myndighet,høy,Datering av denne lanseringen; ikke påstand om fravær av alle eldre beredskapsråd.,P5-A-husholdninger.md
A:P5-DK-002,P5,A,P5-DK-002,K4,Danmark,Husholdning/lagring og tilberedning,"Gjeldende råd omfatter tredøgnsmat som tåler lagring uten kjøling, gjerne uten koke- eller stekebehov; lagerrotasjon og særlige behov omtales.",myndighetsråd,3,døgn,2026,https://samsik.dk/forberedt/,Styrelsen for Samfundssikkerhed,u.å.,Mad til tre døgn; Holdbarhed og tilberedning af mad; særlige behov,"Vælg madvarer, som du og din husstand bruger i det daglige og kan lide.",Myndighet,høy,"Råd, ikke målt etterlevelse. Kontrollert 2026-09-15.",P5-A-husholdninger.md
A:P5-DK-003,P5,A,P5-DK-003,K4,Danmark,Husholdning/egenberedskap,"65 prosent oppga i desember 2025 at husholdningen minst i noen grad fulgte beredskapsrådene, mot 58 prosent i juli.",tall,65;58,prosent,2025,https://samsik.dk/wp-content/uploads/2026/06/Hjemmeberedskab_Rapport_Megafon_2026.pdf,SAMSIK; MEGAFON,2026,Danskernes beredskab; s. 4 og 18,som minimum i nogen grad lever op til anbefalingerne,Myndighetsbestilt undersøkelse,middels,"Desember: n=1027; 861 nett og 166 telefon; 18+; 15.–22. desember; vektet. Juli: n=1010. Samlet selvvurdering, ikke matlagermål eller dokumentert kampanjeeffekt.",P5-A-husholdninger.md
A:P5-DK-004,P5,A,P5-DK-004,K4,Danmark,Husholdning/tilberedning,Andelen som beskrev gårsdagens middag som helt hjemmelaget var 55 prosent i 2015 og 46 prosent i 2025.,tall,55;46,prosent,2015;2025,https://www.madkulturen.dk/wp-content/uploads/2025/11/MADKULTUR-25-final-web-24nov.pdf,Madkulturen,2025-11,Madkultur25; figur 1 s. 13; metode s. 93,helt og aldeles hjemmelavet,Institusjonsundersøkelse,middels,"Analyseutvalg n=2339/2054. Gjentatte spørreundersøkelser; 2025: Norstat, 18–80 år, vektet nettpanel 14.–28. mai. Praksis, ikke ferdighetstest.",P5-A-husholdninger.md
