source_path,source_top_folder,filename,ext,size_bytes,modified_at,sha256,priority,project_fit,candidate_model,typed_layer_candidate,import_file_path,proposed_title,proposed_year,proposed_country,proposed_theme,proposed_doc_type,review_status,action,final_title,final_year,final_country,final_theme,final_doc_type,final_url,notes
Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00549-v2.pdf,07_Academic_Research_And_Theses,sustainability-18-00549-v2.pdf,.pdf,2919972,2026-04-20T13:00:49.064Z,0fe9799f497348a45f700043041924169f2068516faaa849afbcce3d02c77631,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/0fe9799f49-sustainability-18-00549-v2.pdf,Valorizing Rice Husk Waste as a Biosorbent with Gamma-Induced Surface Modification for Enhanced Heavy-Metal Adsorption,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00551-v2.pdf,07_Academic_Research_And_Theses,sustainability-18-00551-v2.pdf,.pdf,673604,2026-04-20T12:58:59.295Z,9bf9d62e7597ea89adb0d5ade3267710cea8616040fc435e9ad2991f0077d706,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/9bf9d62e75-sustainability-18-00551-v2.pdf,"Financial Structure, Technological Innovation, and Environmental Pressure in the European Union: Evidencefrom a PMG Panel ARDL Model",,eu,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/temanord2021-504.pdf,07_Academic_Research_And_Theses,temanord2021-504.pdf,.pdf,3921177,2026-04-20T12:42:02.973Z,f798e6260d4845567bb701c7b9d00ee8bbd1f11d225e37017b357210e48d5799,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/f798e6260d-temanord2021-504.pdf,temanord2021 504,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/thesis_food_ng_meile_uniform_pricing_public_version.pdf,07_Academic_Research_And_Theses,thesis_food_ng_meile_uniform_pricing_public_version.pdf,.pdf,3127448,2026-04-20T13:42:23.125Z,daa9a5173334e50ae34a891c27d5150f5bcf5f7b55460081d8b0cb1ae171863a,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/daa9a51733-thesis-food-ng-meile-uniform-pricing-public-version.pdf,thesis food ng meile uniform pricing public version,,,academic-research,thesis,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Til bøndene fra staten_ Er du sikker på at… _ Framtiden i våre hender.pdf,07_Academic_Research_And_Theses,Til bøndene fra staten_ Er du sikker på at… _ Framtiden i våre hender.pdf,.pdf,8361507,2026-04-20T13:10:24.298Z,ca7d33d167442bbf9be6e943ee2cecf5895374dc66e04418b86ef4e6364540be,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/ca7d33d167-til-b-ndene-fra-staten-er-du-sikker-pa-at-framtiden-i-vare-hender.pdf,Til bøndene fra staten: Er du sikker på at… | Framtiden i våre hender,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/tjostheim--hasle_offentlig-versjon.pdf,07_Academic_Research_And_Theses,tjostheim--hasle_offentlig-versjon.pdf,.pdf,4665303,2026-04-20T13:41:53.685Z,b2ba1d428f3e4b53b816ca893fbce268d1791adc7b1e0089058ffae17494954f,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/b2ba1d428f-tjostheim-hasle-offentlig-versjon.pdf,tjostheim hasle offentlig versjon,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/URN_NBN_fi_jyu-202404243036.pdf,07_Academic_Research_And_Theses,URN_NBN_fi_jyu-202404243036.pdf,.pdf,718997,2026-04-20T13:20:31.419Z,5ac4298e9401134e70c23e014b05e870ed0a01c393f95da4c8d7ad71b63c5fc0,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/5ac4298e94-urn-nbn-fi-jyu-202404243036.pdf,Väitöskirjapohja,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/V2024-4-Offentlig-versjon-Coop-Norge-SA-Norgesgruppen-ASA-Rema-1000-AS-–-palegg-om-opphor-av-overtredelse-.pdf,07_Academic_Research_And_Theses,V2024-4-Offentlig-versjon-Coop-Norge-SA-Norgesgruppen-ASA-Rema-1000-AS-–-palegg-om-opphor-av-overtredelse-.pdf,.pdf,5158895,2026-04-20T11:41:47.234Z,30ffb8293a0c58441c6a943c0c3605eaa2ed65f67a843123596af6bbc1eb6f43,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/30ffb8293a-v2024-4-offentlig-versjon-coop-norge-sa-norgesgruppen-asa-rema-1000-as-palegg-om-opphor-av-overtredelse.pdf,Microsoft Word - SisteRettingFigTabRødLillaBlåGrønn TEKST sladdetUtkast til offentlig versjon av Vedtak V2024-4 til apoteksjekk,,no,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Virkninger-av-kostholdstiltak_Menon-Economics-2006.pdf,07_Academic_Research_And_Theses,Virkninger-av-kostholdstiltak_Menon-Economics-2006.pdf,.pdf,1065665,2026-04-20T13:25:00.077Z,c0ce48f675b5ab5d9db4d86826a220c9eca1c2b1b854d3502bc90ff15217c9cb,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/c0ce48f675-virkninger-av-kostholdstiltak-menon-economics-2006.pdf,Virkninger av kostholdstiltak Menon Economics 2006,2006,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/virksomhetsanalysenorgessjomatrad.pdf,07_Academic_Research_And_Theses,virksomhetsanalysenorgessjomatrad.pdf,.pdf,1941357,2026-04-20T11:54:22.103Z,d7dd528ae9cfedbaf7aa77a360e1b4f91d302cc4b194618b68f6fa73829ace0c,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/d7dd528ae9-virksomhetsanalysenorgessjomatrad.pdf,virksomhetsanalysenorgessjomatrad,,no,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Billund Aquaculture _ Bankruptcy _ Factsheet 201509.pdf,08_Food_Security_Agriculture_And_Seafood,Billund Aquaculture _ Bankruptcy _ Factsheet 201509.pdf,.pdf,155991,2026-04-20T11:56:26.765Z,f67beadf322f26bf84b05f13304958f4377fa2897bb38c6663cfd6bf861354a7,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/f67beadf32-billund-aquaculture-bankruptcy-factsheet-201509.pdf,Billund Aquaculture | Bankruptcy | Factsheet 201509,,,food-security-agriculture-seafood,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Billund Aquaculture to declare bankruptcy amid financial challenges - RASTECH MagazineRASTECH Magazine.pdf,08_Food_Security_Agriculture_And_Seafood,Billund Aquaculture to declare bankruptcy amid financial challenges - RASTECH MagazineRASTECH Magazine.pdf,.pdf,1057,2026-04-20T13:04:48.545Z,d41699f43b08e101542a6e7f3bfe0e0faf7b3a3f10d646307d72c90fc53ad586,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/d41699f43b-billund-aquaculture-to-declare-bankruptcy-amid-financial-challenges-rastech-magazinerastech-magazine.pdf,Billund Aquaculture to declare bankruptcy amid financial challenges - RASTECH MagazineRASTECH Magazine,,,food-security-agriculture-seafood,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Forsiden - NCCE.pdf,08_Food_Security_Agriculture_And_Seafood,Forsiden - NCCE.pdf,.pdf,8484274,2026-04-20T13:24:34.758Z,3392a535767e89a393ab6019f326f9f2f4c149f2466dddb1d0aa3c4d1b8d4b31,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/3392a53576-forsiden-ncce.pdf,Forsiden - NCCE,,,food-security-agriculture-seafood,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Ikkje lett å bli klok på sjølvforsyning - Nibio.pdf,08_Food_Security_Agriculture_And_Seafood,Ikkje lett å bli klok på sjølvforsyning - Nibio.pdf,.pdf,1064555,2026-04-20T11:45:32.623Z,73e577ffb7fe4098654c84c09e761cacfc228beee8758555f881afe1813b6960,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/73e577ffb7-ikkje-lett-a-bli-klok-pa-sj-lvforsyning-nibio.pdf,Ikkje lett å bli klok på sjølvforsyning - Nibio,,,food-security-agriculture-seafood,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/importvern_til_godkjenning---sensurert-adobe.pdf,08_Food_Security_Agriculture_And_Seafood,importvern_til_godkjenning---sensurert-adobe.pdf,.pdf,2632431,2026-04-20T13:42:18.463Z,ef11d3b8fe2ff3bb78c291bbf706c5ef7b8c57b84b324e728edbfc11831f864b,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/ef11d3b8fe-importvern-til-godkjenning-sensurert-adobe.pdf,importvern til godkjenning sensurert adobe,,,food-security-agriculture-seafood,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Klimakrisen presser norske bønder _ Framtiden i våre hender.pdf,08_Food_Security_Agriculture_And_Seafood,Klimakrisen presser norske bønder _ Framtiden i våre hender.pdf,.pdf,15484480,2026-04-20T13:09:55.375Z,328a25834079a420447bb7256604dc3ac04077750f804c3b8607db9dc7332147,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/328a258340-klimakrisen-presser-norske-b-nder-framtiden-i-vare-hender.pdf,Klimakrisen presser norske bønder | Framtiden i våre hender,,,food-security-agriculture-seafood,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/kvotesystemet_i_kyst_og_havfisket.pdf,08_Food_Security_Agriculture_And_Seafood,kvotesystemet_i_kyst_og_havfisket.pdf,.pdf,4281011,2026-04-20T11:54:17.293Z,4e30cb11bd00fd62e287b121b10199ac13313b9750ecc8f46795e1bc3e50d2d0,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/4e30cb11bd-kvotesystemet-i-kyst-og-havfisket.pdf,kvotesystemet i kyst og havfisket,,,food-security-agriculture-seafood,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Lite kunnskap om hva laksen spiser _ Nofima.pdf,08_Food_Security_Agriculture_And_Seafood,Lite kunnskap om hva laksen spiser _ Nofima.pdf,.pdf,8011,2026-04-20T13:25:38.982Z,66ffa028686059daf268bddc10503113eec08c84d2ca1c7ca6c86dbb4611ebf2,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/66ffa02868-lite-kunnskap-om-hva-laksen-spiser-nofima.pdf,Lite kunnskap om hva laksen spiser | Nofima,,,food-security-agriculture-seafood,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/livsmedelsberedskap-for-en-ny-tid-sou-20248.pdf,08_Food_Security_Agriculture_And_Seafood,livsmedelsberedskap-for-en-ny-tid-sou-20248.pdf,.pdf,2439264,2026-04-20T11:50:02.432Z,15bc81bae00c1073055e2acc79ae2ff2c23d7fb7099b53b35b99fbd831f9f303,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/15bc81bae0-livsmedelsberedskap-for-en-ny-tid-sou-20248.pdf,"Livsmedelsberedskap för en ny tid, SOU 2024:8",2024,,food-security-agriculture-seafood,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Mat og produksjon - Norsk Bonde- og Småbrukarlag _ Norsk Bonde- og Småbrukarlag.pdf,08_Food_Security_Agriculture_And_Seafood,Mat og produksjon - Norsk Bonde- og Småbrukarlag _ Norsk Bonde- og Småbrukarlag.pdf,.pdf,8948584,2026-04-20T13:46:37.486Z,1d1cfb1ad816551d65429028ce58463523fbaabae8d115fba9fa3e61ea46b4cb,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/1d1cfb1ad8-mat-og-produksjon-norsk-bonde-og-smabrukarlag-norsk-bonde-og-smabrukarlag.pdf,Mat og produksjon - Norsk Bonde- og Småbrukarlag | Norsk Bonde- og Småbrukarlag,,,food-security-agriculture-seafood,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Matkjedene skviser bonden _ Framtiden i våre hender.pdf,08_Food_Security_Agriculture_And_Seafood,Matkjedene skviser bonden _ Framtiden i våre hender.pdf,.pdf,7856816,2026-04-20T13:10:00.177Z,94590aefd6ebc0377a850bc7a92f575d4b0e5e531d6a2b88d87ef1f9bfc52a62,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/94590aefd6-matkjedene-skviser-bonden-framtiden-i-vare-hender.pdf,Matkjedene skviser bonden | Framtiden i våre hender,,,food-security-agriculture-seafood,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Matsikkerhet-i-Norge-forsyningsberedskap-masteroppgave-2016.pdf,08_Food_Security_Agriculture_And_Seafood,Matsikkerhet-i-Norge-forsyningsberedskap-masteroppgave-2016.pdf,.pdf,3005590,2026-04-20T13:24:02.221Z,9350b777abaa408fc1970c751e86f3d1436ff1b6fb297c9b691f1df645fb3ca6,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/9350b777ab-matsikkerhet-i-norge-forsyningsberedskap-masteroppgave-2016.pdf,Matsikkerhet i Norge forsyningsberedskap masteroppgave 2016,2016,no,food-security-agriculture-seafood,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/matsikkerhet-og-beredskap-pa-landbruksomradet.pdf,08_Food_Security_Agriculture_And_Seafood,matsikkerhet-og-beredskap-pa-landbruksomradet.pdf,.pdf,11896427,2026-04-20T11:53:41.257Z,169d47c9eecb25c015f09ea21c76cc3555868acf34e110ae6c505e9c08c7c594,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/169d47c9ee-matsikkerhet-og-beredskap-pa-landbruksomradet.pdf,Dokument 3:4 (2023−2024),2023,,food-security-agriculture-seafood,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Milepæl for norsk beredskap - regjeringen.no.pdf,08_Food_Security_Agriculture_And_Seafood,Milepæl for norsk beredskap - regjeringen.no.pdf,.pdf,1548166,2026-04-20T11:50:28.946Z,c7b3c07dc1ea2a751b0ea44a25ed1ee461ad6b123f48b3f1606c6e05be32ac04,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/c7b3c07dc1-milep-l-for-norsk-beredskap-regjeringen-no.pdf,Milepæl for norsk beredskap - regjeringen.no,,,food-security-agriculture-seafood,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Mittenzwei-mfl-2026-Scenarioanalyse-av-norsk-jordbruk-i-2050.pdf,08_Food_Security_Agriculture_And_Seafood,Mittenzwei-mfl-2026-Scenarioanalyse-av-norsk-jordbruk-i-2050.pdf,.pdf,1608838,2026-04-20T13:24:57.392Z,a4900452f44cfc8f87d173d5077a06e0bc497835b20fc4a5eed608938b37d796,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/a4900452f4-mittenzwei-mfl-2026-scenarioanalyse-av-norsk-jordbruk-i-2050.pdf,Mittenzwei mfl 2026 Scenarioanalyse av norsk jordbruk i 2050,2026,,food-security-agriculture-seafood,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/myndighetenes-arbeid-med-fiskehelse-og-fiskevelferd-i-havbruksnaringen.pdf,08_Food_Security_Agriculture_And_Seafood,myndighetenes-arbeid-med-fiskehelse-og-fiskevelferd-i-havbruksnaringen.pdf,.pdf,3400848,2026-04-20T11:54:11.599Z,0c52aa7abdb736f66b2c7a38c9ce161de3bc9972508e6697657ee7a0d850c754,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/0c52aa7abd-myndighetenes-arbeid-med-fiskehelse-og-fiskevelferd-i-havbruksnaringen.pdf,Dokument 3-12 (2022−2023),2022,,food-security-agriculture-seafood,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Norsk sjømatnæring – fra subsidiesluk til pengemaskin _ Nofima.pdf,08_Food_Security_Agriculture_And_Seafood,Norsk sjømatnæring – fra subsidiesluk til pengemaskin _ Nofima.pdf,.pdf,721861,2026-04-20T13:25:31.171Z,ab3fb6d769ab60d014d89929a2ac32a7129e8eb57a8a2f548784f5e0c78ab1cf,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/ab3fb6d769-norsk-sj-matn-ring-fra-subsidiesluk-til-pengemaskin-nofima.pdf,Norsk sjømatnæring – fra subsidiesluk til pengemaskin | Nofima,,,food-security-agriculture-seafood,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/reduksjon-av-klimagassutslepp-fra-jordbruket.pdf,08_Food_Security_Agriculture_And_Seafood,reduksjon-av-klimagassutslepp-fra-jordbruket.pdf,.pdf,3795241,2026-04-20T11:54:06.047Z,ec5cad6d81c30f72b5636b9289d55b0bfb0e070acb711b4a9da53ddd965ce56a,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/ec5cad6d81-reduksjon-av-klimagassutslepp-fra-jordbruket.pdf,Dokument 3:13 (2024−2025),2024,,food-security-agriculture-seafood,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Security of supply in Finland - Huoltovarmuuskeskus.pdf,08_Food_Security_Agriculture_And_Seafood,Security of supply in Finland - Huoltovarmuuskeskus.pdf,.pdf,7818,2026-04-20T13:40:57.694Z,61a0352570f165976c9d6a909dcca4c4dbf9e7cd9abb23665ce9e455c6934b39,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/61a0352570-security-of-supply-in-finland-huoltovarmuuskeskus.pdf,Security of supply in Finland - Huoltovarmuuskeskus,,fi,food-security-agriculture-seafood,report,pending,review,,,,,,,
Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/tilskudd-til-klimatiltak.pdf,08_Food_Security_Agriculture_And_Seafood,tilskudd-til-klimatiltak.pdf,.pdf,991520,2026-04-20T11:54:39.802Z,e2645263c08064d1e96424502ab6b10632f0ee13e7e07baf34d36114a19e052e,P1,yes,report-candidate,report-or-source,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/e2645263c0-tilskudd-til-klimatiltak.pdf,Rapportert i Dokument 1 (2024 – 2025),2024,,food-security-agriculture-seafood,report,pending,review,,,,,,,
