source_path,import_file_path,source_top_folder,filename,current_title,analysis_title,analysis_title_source,remediation_suggested_title,proposed_doc_type,typed_layer_candidate,recommended_target,confidence,reason,primary_signals,caution_flags,score_source_doc,score_report,score_thesis,review_status,action,notes
Food Research Process 20.04.26/03_Policy_Governance_And_Market/Paraplykjedenes-overtakelse-av-distribusjonen-i-dagligvaremarkedet.pdf,incoming/food-research-process-2026-04-20/03-policy-governance-and-market/baf0bda563-paraplykjedenes-overtakelse-av-distribusjonen-i-dagligvaremarkedet.pdf,03_Policy_Governance_And_Market,Paraplykjedenes-overtakelse-av-distribusjonen-i-dagligvaremarkedet.pdf,Paraplykjedenes overtakelse av distribusjonen i dagligvaremarkedet,Paraplykjedenes overtakelse av distribusjonen i dagligvaremarkedet,import_summary,,policy_report,report-or-source,Report,medium,Report-oriented signals lead this recommendation: review metadata proposed doc_type=policy_report; review metadata typed_layer_candidate=report-or-source.,review metadata proposed doc_type=policy_report | review metadata typed_layer_candidate=report-or-source,,1,8,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/03_Policy_Governance_And_Market/Rapport-marginstudie.pdf,incoming/food-research-process-2026-04-20/03-policy-governance-and-market/02e07da260-rapport-marginstudie.pdf,03_Policy_Governance_And_Market,Rapport-marginstudie.pdf,Rapport marginstudie,Rapport marginstudie,import_summary,KONKURRANSETILSYNETS MARGINSTUDIE 2024 Del 1. Lønnsomhetsberegninger på virksomhetsnivå,policy_report,report-or-source,Report,high,Report-oriented signals lead this recommendation: review metadata proposed doc_type=policy_report; title/filename uses marginstudie language; title/filename uses rapport language. Caution: title-remediation weak-title flags: generic_short_title; unapplied title-remediation suggestion exists but was not used for classification.,review metadata proposed doc_type=policy_report | title/filename uses marginstudie language | title/filename uses rapport language | review metadata typed_layer_candidate=report-or-source,title-remediation weak-title flags: generic_short_title | unapplied title-remediation suggestion exists but was not used for classification,1,16,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/03_Policy_Governance_And_Market/Rapport+om+samarbeidsklimaet+i+Dagligvarebransjen.pdf,incoming/food-research-process-2026-04-20/03-policy-governance-and-market/5a1cbe46f9-rapport-om-samarbeidsklimaet-i-dagligvarebransjen.pdf,03_Policy_Governance_And_Market,Rapport+om+samarbeidsklimaet+i+Dagligvarebransjen.pdf,Samarbeidsklimaet i Dagligvarebransjen,Samarbeidsklimaet i Dagligvarebransjen,import_summary,,policy_report,report-or-source,Report,medium,Report-oriented signals lead this recommendation: review metadata proposed doc_type=policy_report; title/filename uses rapport language; review metadata typed_layer_candidate=report-or-source.,review metadata proposed doc_type=policy_report | title/filename uses rapport language | review metadata typed_layer_candidate=report-or-source,,1,12,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/03_Policy_Governance_And_Market/Rapport+om+Samarbeidsklimaet+i+Dagligvarebransjen+2023.pdf,incoming/food-research-process-2026-04-20/03-policy-governance-and-market/2bc5e2a736-rapport-om-samarbeidsklimaet-i-dagligvarebransjen-2023.pdf,03_Policy_Governance_And_Market,Rapport+om+Samarbeidsklimaet+i+Dagligvarebransjen+2023.pdf,Samarbeidsklimaet i Dagligvarebransjen,Samarbeidsklimaet i Dagligvarebransjen,import_summary,,policy_report,report-or-source,Report,medium,Report-oriented signals lead this recommendation: review metadata proposed doc_type=policy_report; title/filename uses rapport language; review metadata typed_layer_candidate=report-or-source.,review metadata proposed doc_type=policy_report | title/filename uses rapport language | review metadata typed_layer_candidate=report-or-source,,1,12,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/03_Policy_Governance_And_Market/Rapport+om+samarbeidsklimaet+i+dagligvarebransjen+2024_Final_17.10.24.pdf,incoming/food-research-process-2026-04-20/03-policy-governance-and-market/6de68c22a6-rapport-om-samarbeidsklimaet-i-dagligvarebransjen-2024-final-17-10-24.pdf,03_Policy_Governance_And_Market,Rapport+om+samarbeidsklimaet+i+dagligvarebransjen+2024_Final_17.10.24.pdf,Samarbeidsklimaet i Dagligvarebransjen,Samarbeidsklimaet i Dagligvarebransjen,import_summary,,policy_report,report-or-source,Report,medium,Report-oriented signals lead this recommendation: review metadata proposed doc_type=policy_report; title/filename uses rapport language; review metadata typed_layer_candidate=report-or-source. Caution: title-remediation weak-title flags: truncated_source_title.,review metadata proposed doc_type=policy_report | title/filename uses rapport language | review metadata typed_layer_candidate=report-or-source,title-remediation weak-title flags: truncated_source_title,1,12,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/03_Policy_Governance_And_Market/Rapport+om+samarbeidsklimaet+lokalmat-+og+drikke+produsenter+i+dagligvarebransjen+2025.pdf,incoming/food-research-process-2026-04-20/03-policy-governance-and-market/5f07f685a5-rapport-om-samarbeidsklimaet-lokalmat-og-drikke-produsenter-i-dagligvarebransjen-2025.pdf,03_Policy_Governance_And_Market,Rapport+om+samarbeidsklimaet+lokalmat-+og+drikke+produsenter+i+dagligvarebransjen+2025.pdf,Samarbeidsklimaet i Dagligvarebransjen - for mindre LOKALMAT- OG DRIKKE Produsenter,Samarbeidsklimaet i Dagligvarebransjen - for mindre LOKALMAT- OG DRIKKE Produsenter,import_summary,,policy_report,report-or-source,Report,medium,Report-oriented signals lead this recommendation: review metadata proposed doc_type=policy_report; title/filename uses rapport language; review metadata typed_layer_candidate=report-or-source.,review metadata proposed doc_type=policy_report | title/filename uses rapport language | review metadata typed_layer_candidate=report-or-source,,5,12,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/03_Policy_Governance_And_Market/SAMKEPPNISEFTIRLITID_arsskyrlsla_2024_LOK_02.10.pdf,incoming/food-research-process-2026-04-20/03-policy-governance-and-market/da6ee0591c-samkeppniseftirlitid-arsskyrlsla-2024-lok-02-10.pdf,03_Policy_Governance_And_Market,SAMKEPPNISEFTIRLITID_arsskyrlsla_2024_LOK_02.10.pdf,SAMKEPPNISEFTIRLITID arsskyrlsla 2024 LOK 02 10,SAMKEPPNISEFTIRLITID arsskyrlsla 2024 LOK 02 10,import_summary,,policy_report,report-or-source,Report,medium,Report-oriented signals lead this recommendation: review metadata proposed doc_type=policy_report; review metadata typed_layer_candidate=report-or-source.,review metadata proposed doc_type=policy_report | review metadata typed_layer_candidate=report-or-source,,1,8,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/03_Policy_Governance_And_Market/Svak konkurranse – som fortjent - Civita.pdf,incoming/food-research-process-2026-04-20/03-policy-governance-and-market/357f64eccf-svak-konkurranse-som-fortjent-civita.pdf,03_Policy_Governance_And_Market,Svak konkurranse – som fortjent - Civita.pdf,Svak konkurranse – som fortjent - Civita,Svak konkurranse – som fortjent - Civita,import_summary,,policy_report,report-or-source,SourceDoc,high,Source-material signals lead this recommendation: title/filename references Civita; title is formatted like a web or page capture; review metadata typed_layer_candidate=report-or-source.,title/filename references Civita | title is formatted like a web or page capture | review metadata typed_layer_candidate=report-or-source,,15,8,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/03_Policy_Governance_And_Market/utredning-av-funksjonelt-og-regnskapsmessig-skille-i-verdikjeden-for-mat-og-dagligvarer.pdf,incoming/food-research-process-2026-04-20/03-policy-governance-and-market/44fd55ef81-utredning-av-funksjonelt-og-regnskapsmessig-skille-i-verdikjeden-for-mat-og-dagligvarer.pdf,03_Policy_Governance_And_Market,utredning-av-funksjonelt-og-regnskapsmessig-skille-i-verdikjeden-for-mat-og-dagligvarer.pdf,utredning av funksjonelt og regnskapsmessig skille i verdikjeden for mat og dagligvarer,utredning av funksjonelt og regnskapsmessig skille i verdikjeden for mat og dagligvarer,import_summary,,policy_report,report-or-source,Report,medium,Report-oriented signals lead this recommendation: review metadata proposed doc_type=policy_report; title/filename uses utredning language; review metadata typed_layer_candidate=report-or-source.,review metadata proposed doc_type=policy_report | title/filename uses utredning language | review metadata typed_layer_candidate=report-or-source,,1,12,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/03_Policy_Governance_And_Market/Utredning-om-prisjusteringsvinduer-2023.pdf,incoming/food-research-process-2026-04-20/03-policy-governance-and-market/f853fed352-utredning-om-prisjusteringsvinduer-2023.pdf,03_Policy_Governance_And_Market,Utredning-om-prisjusteringsvinduer-2023.pdf,Utredning om prisjusteringsvinduer 2023,Utredning om prisjusteringsvinduer 2023,import_summary,,policy_report,report-or-source,Report,medium,Report-oriented signals lead this recommendation: review metadata proposed doc_type=policy_report; title/filename uses utredning language; review metadata typed_layer_candidate=report-or-source.,review metadata proposed doc_type=policy_report | title/filename uses utredning language | review metadata typed_layer_candidate=report-or-source,,1,12,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/04_Food_Waste_And_Circularity/100 millioner brød har blitt kastet siden… _ Framtiden i våre hender.pdf,incoming/food-research-process-2026-04-20/04-food-waste-and-circularity/742d30b62e-100-millioner-br-d-har-blitt-kastet-siden-framtiden-i-vare-hender.pdf,04_Food_Waste_And_Circularity,100 millioner brød har blitt kastet siden… _ Framtiden i våre hender.pdf,100 millioner brød har blitt kastet siden… | Framtiden i våre hender,100 millioner brød har blitt kastet siden… | Framtiden i våre hender,import_summary,,report,report-or-source,SourceDoc,medium,Source-material signals lead this recommendation: title is formatted like a web or page capture; title punctuation reads like article or web-copy language; review metadata typed_layer_candidate=report-or-source.,title is formatted like a web or page capture | title punctuation reads like article or web-copy language | review metadata typed_layer_candidate=report-or-source,,8,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Circular economy butterfly diagram.pdf,incoming/food-research-process-2026-04-20/04-food-waste-and-circularity/6f0b71cc36-circular-economy-butterfly-diagram.pdf,04_Food_Waste_And_Circularity,Circular economy butterfly diagram.pdf,Foundation circular economy diagram_Feb2019,Foundation circular economy diagram_Feb2019,import_summary,,report,report-or-source,Report,low,Report-oriented signals lead this recommendation: review metadata proposed doc_type=report; review metadata typed_layer_candidate=report-or-source.,review metadata proposed doc_type=report | review metadata typed_layer_candidate=report-or-source,,1,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Consumer food waste prevention - Food Safety - European Commission.pdf,incoming/food-research-process-2026-04-20/04-food-waste-and-circularity/a96beaeb90-consumer-food-waste-prevention-food-safety-european-commission.pdf,04_Food_Waste_And_Circularity,Consumer food waste prevention - Food Safety - European Commission.pdf,Consumer food waste prevention - Food Safety - European Commission,Consumer food waste prevention - Food Safety - European Commission,import_summary,,report,report-or-source,SourceDoc,high,Source-material signals lead this recommendation: title/filename references the European Commission; title is formatted like a web or page capture; review metadata typed_layer_candidate=report-or-source.,title/filename references the European Commission | title is formatted like a web or page capture | review metadata typed_layer_candidate=report-or-source,,15,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Det er mye penger å tjene på matsvinn _ Framtiden i våre hender.pdf,incoming/food-research-process-2026-04-20/04-food-waste-and-circularity/350c203a5c-det-er-mye-penger-a-tjene-pa-matsvinn-framtiden-i-vare-hender.pdf,04_Food_Waste_And_Circularity,Det er mye penger å tjene på matsvinn _ Framtiden i våre hender.pdf,Det er mye penger å tjene på matsvinn | Framtiden i våre hender,Det er mye penger å tjene på matsvinn | Framtiden i våre hender,import_summary,,report,report-or-source,SourceDoc,medium,Source-material signals lead this recommendation: title is formatted like a web or page capture; review metadata typed_layer_candidate=report-or-source.,title is formatted like a web or page capture | review metadata typed_layer_candidate=report-or-source,,5,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Efficiency of a novel “Food to waste to food” system including anaerobic digestion of food waste and cultivation of vegetables on digestate in a bubble-insulated greenhouse - ScienceDirect.pdf,incoming/food-research-process-2026-04-20/04-food-waste-and-circularity/3604b45fb6-efficiency-of-a-novel-food-to-waste-to-food-system-including-anaerobic-digestion-of-food-waste-and-cultivation-of-vegetables-on-digestate-in-a-bubble-insulated-greenhouse-sciencedirect.pdf,04_Food_Waste_And_Circularity,Efficiency of a novel “Food to waste to food” system including anaerobic digestion of food waste and cultivation of vegetables on digestate in a bubble-insulated greenhouse - ScienceDirect.pdf,Efficiency of a novel “Food to waste to food” system including anaerobic digestion of food waste and cultivation of vegetables on digestate in a bubble-insulated greenhouse - ScienceDirect,Efficiency of a novel “Food to waste to food” system including anaerobic digestion of food waste and cultivation of vegetables on digestate in a bubble-insulated greenhouse - ScienceDirect,import_summary,,report,report-or-source,SourceDoc,high,Source-material signals lead this recommendation: title/filename references ScienceDirect; title is formatted like a web or page capture; review metadata typed_layer_candidate=report-or-source.,title/filename references ScienceDirect | title is formatted like a web or page capture | review metadata typed_layer_candidate=report-or-source,,15,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Endelig er matsvinnloven her! _ Framtiden i våre hender.pdf,incoming/food-research-process-2026-04-20/04-food-waste-and-circularity/417f05987a-endelig-er-matsvinnloven-her-framtiden-i-vare-hender.pdf,04_Food_Waste_And_Circularity,Endelig er matsvinnloven her! _ Framtiden i våre hender.pdf,Endelig er matsvinnloven her! | Framtiden i våre hender,Endelig er matsvinnloven her! | Framtiden i våre hender,import_summary,,report,report-or-source,SourceDoc,medium,Source-material signals lead this recommendation: title is formatted like a web or page capture; title punctuation reads like article or web-copy language; review metadata typed_layer_candidate=report-or-source.,title is formatted like a web or page capture | title punctuation reads like article or web-copy language | review metadata typed_layer_candidate=report-or-source,,8,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/04_Food_Waste_And_Circularity/EU actions against food waste - Food Safety - European Commission.pdf,incoming/food-research-process-2026-04-20/04-food-waste-and-circularity/ed00c3362c-eu-actions-against-food-waste-food-safety-european-commission.pdf,04_Food_Waste_And_Circularity,EU actions against food waste - Food Safety - European Commission.pdf,EU actions against food waste - Food Safety - European Commission,EU actions against food waste - Food Safety - European Commission,import_summary,,report,report-or-source,SourceDoc,high,Source-material signals lead this recommendation: title/filename references the European Commission; title is formatted like a web or page capture; review metadata typed_layer_candidate=report-or-source.,title/filename references the European Commission | title is formatted like a web or page capture | review metadata typed_layer_candidate=report-or-source,,15,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Food Redistribution in the Nordic Region.pdf,incoming/food-research-process-2026-04-20/04-food-waste-and-circularity/20d75deeda-food-redistribution-in-the-nordic-region.pdf,04_Food_Waste_And_Circularity,Food Redistribution in the Nordic Region.pdf,Food Redistribution in the Nordic Region,Food Redistribution in the Nordic Region,import_summary,,report,report-or-source,Report,low,Report-oriented signals lead this recommendation: review metadata proposed doc_type=report; review metadata typed_layer_candidate=report-or-source.,review metadata proposed doc_type=report | review metadata typed_layer_candidate=report-or-source,,1,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Food Waste - Food Safety - European Commission.pdf,incoming/food-research-process-2026-04-20/04-food-waste-and-circularity/7b93e3b48a-food-waste-food-safety-european-commission.pdf,04_Food_Waste_And_Circularity,Food Waste - Food Safety - European Commission.pdf,Food Waste - Food Safety - European Commission,Food Waste - Food Safety - European Commission,import_summary,,report,report-or-source,SourceDoc,high,Source-material signals lead this recommendation: title/filename references the European Commission; title is formatted like a web or page capture; review metadata typed_layer_candidate=report-or-source.,title/filename references the European Commission | title is formatted like a web or page capture | review metadata typed_layer_candidate=report-or-source,,15,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Food-waste-reduction-corporate-responsibility-and-national-policies-2024.pdf,incoming/food-research-process-2026-04-20/04-food-waste-and-circularity/74682c696a-food-waste-reduction-corporate-responsibility-and-national-policies-2024.pdf,04_Food_Waste_And_Circularity,Food-waste-reduction-corporate-responsibility-and-national-policies-2024.pdf,BFJ-11-2023-0982_proof 470..485,BFJ-11-2023-0982_proof 470..485,import_summary,,report,report-or-source,Hold,low,Placeholder or artifact-style title with no strong typed-layer signal. Keep this row out of typed promotion until the title or metadata is remediated.,,,1,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Growing_vegetables_in_the_circular_econo.pdf,incoming/food-research-process-2026-04-20/04-food-waste-and-circularity/2c18f02796-growing-vegetables-in-the-circular-econo.pdf,04_Food_Waste_And_Circularity,Growing_vegetables_in_the_circular_econo.pdf,Growing vegetables in the circular econo,Growing vegetables in the circular econo,import_summary,,report,report-or-source,Report,low,Report-oriented signals lead this recommendation: review metadata proposed doc_type=report; review metadata typed_layer_candidate=report-or-source.,review metadata proposed doc_type=report | review metadata typed_layer_candidate=report-or-source,,1,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
